Geography,Population Estimate (as of July 1) - 2014 - Both Sexes; Total,Population Estimate (as of July 1) - 2014 - Male; Total,Population Estimate (as of July 1) - 2014 - Females; Total,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - Under 5 years,Population Estimate (as of July 1) - 2014 - Male; Total - Under 5 years,Population Estimate (as of July 1) - 2014 - Females; Total - Under 5 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 5 to 9 years,Population Estimate (as of July 1) - 2014 - Male; Total - 5 to 9 years,Population Estimate (as of July 1) - 2014 - Females; Total - 5 to 9 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 10 to 14 years,Population Estimate (as of July 1) - 2014 - Male; Total - 10 to 14 years,Population Estimate (as of July 1) - 2014 - Females; Total - 10 to 14 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 15 to 19 years,Population Estimate (as of July 1) - 2014 - Male; Total - 15 to 19 years,Population Estimate (as of July 1) - 2014 - Females; Total - 15 to 19 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 20 to 24 years,Population Estimate (as of July 1) - 2014 - Male; Total - 20 to 24 years,Population Estimate (as of July 1) - 2014 - Females; Total - 20 to 24 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 25 to 29 years,Population Estimate (as of July 1) - 2014 - Male; Total - 25 to 29 years,Population Estimate (as of July 1) - 2014 - Females; Total - 25 to 29 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 30 to 34 years,Population Estimate (as of July 1) - 2014 - Male; Total - 30 to 34 years,Population Estimate (as of July 1) - 2014 - Females; Total - 30 to 34 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 35 to 39 years,Population Estimate (as of July 1) - 2014 - Male; Total - 35 to 39 years,Population Estimate (as of July 1) - 2014 - Females; Total - 35 to 39 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 40 to 44 years,Population Estimate (as of July 1) - 2014 - Male; Total - 40 to 44 years,Population Estimate (as of July 1) - 2014 - Females; Total - 40 to 44 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 45 to 49 years,Population Estimate (as of July 1) - 2014 - Male; Total - 45 to 49 years,Population Estimate (as of July 1) - 2014 - Females; Total - 45 to 49 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 50 to 54 years,Population Estimate (as of July 1) - 2014 - Male; Total - 50 to 54 years,Population Estimate (as of July 1) - 2014 - Females; Total - 50 to 54 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 55 to 59 years,Population Estimate (as of July 1) - 2014 - Male; Total - 55 to 59 years,Population Estimate (as of July 1) - 2014 - Females; Total - 55 to 59 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 60 to 64 years,Population Estimate (as of July 1) - 2014 - Male; Total - 60 to 64 years,Population Estimate (as of July 1) - 2014 - Females; Total - 60 to 64 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 65 to 69 years,Population Estimate (as of July 1) - 2014 - Male; Total - 65 to 69 years,Population Estimate (as of July 1) - 2014 - Females; Total - 65 to 69 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 70 to 74 years,Population Estimate (as of July 1) - 2014 - Male; Total - 70 to 74 years,Population Estimate (as of July 1) - 2014 - Females; Total - 70 to 74 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 75 to 79 years,Population Estimate (as of July 1) - 2014 - Male; Total - 75 to 79 years,Population Estimate (as of July 1) - 2014 - Females; Total - 75 to 79 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 80 to 84 years,Population Estimate (as of July 1) - 2014 - Male; Total - 80 to 84 years,Population Estimate (as of July 1) - 2014 - Females; Total - 80 to 84 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Total - 85 years and over,Population Estimate (as of July 1) - 2014 - Male; Total - 85 years and over,Population Estimate (as of July 1) - 2014 - Females; Total - 85 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years,Population Estimate (as of July 1) - 2014 - Male; Under 18 years,Population Estimate (as of July 1) - 2014 - Females; Under 18 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - Under 5 years,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - Under 5 years,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - Under 5 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - 5 to 13 years,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - 5 to 13 years,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - 5 to 13 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Under 18 years - 14 to 17 years,Population Estimate (as of July 1) - 2014 - Male; Under 18 years - 14 to 17 years,Population Estimate (as of July 1) - 2014 - Females; Under 18 years - 14 to 17 years,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 18 to 24 years,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 18 to 24 years,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 18 to 24 years,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 25 to 44 years,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 25 to 44 years,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 25 to 44 years,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 to 64 years - 45 to 64 years,Population Estimate (as of July 1) - 2014 - Male; 18 to 64 years - 45 to 64 years,Population Estimate (as of July 1) - 2014 - Females; 18 to 64 years - 45 to 64 years,Population Estimate (as of July 1) - 2014 - Both Sexes; 65 years and over,Population Estimate (as of July 1) - 2014 - Male; 65 years and over,Population Estimate (as of July 1) - 2014 - Females; 65 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; 85 years and over,Population Estimate (as of July 1) - 2014 - Male; 85 years and over,Population Estimate (as of July 1) - 2014 - Females; 85 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; 16 years and over,Population Estimate (as of July 1) - 2014 - Male; 16 years and over,Population Estimate (as of July 1) - 2014 - Females; 16 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; 18 years and over,Population Estimate (as of July 1) - 2014 - Male; 18 years and over,Population Estimate (as of July 1) - 2014 - Females; 18 years and over,Population Estimate (as of July 1) - 2014 - Both Sexes; 15 to 44 years,Population Estimate (as of July 1) - 2014 - Male; 15 to 44 years,Population Estimate (as of July 1) - 2014 - Females; 15 to 44 years,Population Estimate (as of July 1) - 2014 - Both Sexes; Median age (years),Population Estimate (as of July 1) - 2014 - Male; Median age (years),Population Estimate (as of July 1) - 2014 - Females; Median age (years)
New Hampshire,1342373,664614,677759,64020,32922,31098,84622,43595,41027,93943,47727,46216,89489,45694,43795,79987,41679,38308,81590,41481,40109,97026,48022,49004,112844,55671,57173,114226,56438,57788,107652,53163,54489,95677,47076,48601,82879,40389,42490,31772,14310,17462,25248,10348,14900,27702,9300,18402,264919,135458,129461,64547,33071,31476,72699,37354,35345,851456,423589,427867,127540,64731,62809,314066,158258,155808,408382,201412,206970,245645,112520,133125,1066269,521320,544949,1038581,507359,531222,494725,249743,244982,42.8,41.5,43.9,,,,,,,,,,,,,,,
New Jersey,8874516,4332125,4542391,518628,264775,253853,587337,300318,287019,595331,307196,288135,564732,291209,273523,558791,286310,272481,569719,287188,282531,649918,317703,332215,702972,343757,359215,686098,335067,351031,632924,305762,327162,543248,259129,284119,451916,210670,241246,215716,90299,125417,178642,69646,108996,193744,62948,130796,1983366,1012325,971041,519511,265123,254388,491450,252284,239166,5547366,2733652,2813714,784352,405771,378581,2286210,1141203,1145007,2481147,1202186,1278961,1438527,620044,818483,6976550,3351616,3624934,6780367,3253957,3526410,3444010,1734476,1709534,39.8,38.2,41.3,,,,,,,,,,,,,,,
New Mexico,2092789,1036316,1056473,124246,63559,60687,141692,72021,69671,146748,75281,71467,154061,79729,74332,141740,73409,68331,138853,71271,67582,125220,62249,62971,143680,70821,72859,146631,71438,75193,140580,67374,73206,132342,62273,70069,121673,57135,64538,50229,22882,27347,37182,16124,21058,35757,13214,22543,499292,254264,245028,127079,65035,62044,116723,59707,57016,1271946,632503,639443,210757,108943,101814,524512,266345,258167,526412,254349,272063,366189,166982,199207,1600391,783799,816592,1563116,764910,798206,820811,418691,402120,37.2,35.8,38.7,,,,,,,,,,,,,,,
New York,19641589,9533756,10107833,1140442,583539,556903,1211458,619243,592215,1331544,680461,651083,1433676,725484,708192,1484823,741654,743169,1382977,690217,692760,1355893,663333,692560,1455615,708133,747482,1434950,695082,739868,1348533,648774,699759,1190189,565800,624389,1017063,473094,543969,474808,200049,274759,390576,152335,238241,426047,138573,287474,4180316,2136059,2044257,1154398,591000,563398,1044222,535038,509184,12451352,6090813,6360539,1989966,1009316,980650,5313544,2623934,2689610,5250806,2533056,2717750,3213534,1381942,1831592,15588821,7441145,8147676,15202398,7246900,7955498,8020227,3993757,4026470,38.5,37.0,40.1,,,,,,,,,,,,,,,
North Carolina,10156679,4944822,5211857,610128,311910,298218,631103,322795,308308,654565,336653,317912,708942,367030,341912,673987,334837,339150,653626,321424,332202,667308,329652,337656,698576,341475,357101,688016,332922,355094,659110,314551,344559,615734,287936,327798,560023,257565,302458,223677,94990,128687,167232,65094,102138,165148,52669,112479,2286752,1165545,1121207,608887,311084,297803,506757,260522,246235,6049729,2974842,3074887,973103,501416,471687,2599820,1276610,1323210,2681904,1289233,1392671,1689265,738497,950768,7510821,3610252,3900569,7375272,3540187,3835085,3948567,1972957,1975610,38.4,36.9,39.9,,,,,,,,,,,,,,,
North Dakota,754353,387067,367286,54695,27966,26729,39788,20360,19428,47474,24687,22787,67545,36365,31180,60152,33286,26866,53569,28980,24589,38197,19617,18580,45940,23228,22712,50135,25405,24730,49940,25324,24616,45080,23019,22061,37277,18996,18281,18368,8125,10243,15385,6249,9136,17804,6024,11780,174154,89082,85072,54351,27746,26605,33487,17239,16248,426656,221494,205162,86350,46278,40072,191166,102767,88399,180253,92131,88122,116637,53660,62977,539936,271994,267942,532397,269003,263394,299942,159655,140287,34.8,33.8,35.9,,,,,,,,,,,,,,,
Ohio,11635003,5700271,5934732,694789,355502,339287,774699,396152,378547,805782,412567,393215,803810,406430,397380,764266,386066,378200,729043,364838,364205,761369,377896,383473,850220,418137,432083,873920,427841,446079,846810,412128,434682,758318,365912,392406,655007,310069,344938,297536,126712,170824,242105,95676,146429,247509,81065,166444,2631390,1344462,1286928,698311,356928,341383,644325,330119,314206,7190215,3554087,3636128,1116861,566521,550340,2874928,1434177,1440751,3153425,1541229,1612196,1995022,877114,1117908,9134075,4404505,4729570,8849087,4261620,4587467,4449687,2234295,2215392,39.3,37.8,40.8,,,,,,,,,,,,,,,
Oklahoma,3926769,1945582,1981187,260429,133379,127050,253683,130274,123409,259021,133569,125452,289884,148838,141046,272223,138395,133828,265107,134225,130882,228195,114943,113252,259627,129027,130600,265124,130601,134523,253402,123151,130251,230364,110691,119673,199427,94101,105326,95083,41406,53677,69676,28413,41263,66583,23012,43571,961368,491514,469854,263381,134934,128447,201900,103824,98076,2319049,1160780,1158269,390708,200902,189806,1007160,509699,497461,964154,472970,491184,619553,276612,342941,2924496,1433515,1490981,2851619,1395032,1456587,1544072,786429,757643,36.1,35.0,37.4,,,,,,,,,,,,,,,
Oregon,4091404,2027338,2064066,234214,119974,114240,242551,124117,118434,249672,128245,121427,267394,136071,131323,275514,140109,135405,290851,147039,143812,248362,125760,122602,261609,130041,131568,271528,132742,138786,273450,132280,141170,272836,130489,142347,253268,120409,132859,91602,41253,50349,73352,30887,42465,81967,28952,53015,863463,442163,421300,234789,120523,114266,197637,101695,95942,2434637,1215954,1218683,365515,186219,179296,1061679,536876,524803,1062812,521140,541672,738691,338378,400313,3064696,1503636,1561060,3007015,1473029,1533986,1560309,791386,768923,39.1,38.1,40.2,,,,,,,,,,,,,,,
Pennsylvania,12783538,6259149,6524389,702997,359863,343134,791184,405244,385940,885642,452478,433164,891346,453576,437770,857726,437094,420632,815761,413154,402607,851382,421689,429693,951754,468518,483236,975299,478631,496668,946995,462436,484559,855762,413578,442184,737898,350805,387093,362348,153897,208451,307531,120315,187216,327916,106125,221791,2689671,1376926,1312745,707804,361879,345925,680917,350434,330483,7961870,3945903,4015967,1268565,643118,625447,3144789,1578834,1565955,3539876,1731430,1808446,2335630,1022938,1312692,10260730,4941385,5319345,9980763,4802685,5178078,4877383,2459770,2417613,40.7,39.0,42.4,,,,,,,,,,,,,,,
Rhode Island,1057063,513784,543279,54413,27959,26454,63824,32673,31151,77979,39054,38925,83337,42115,41222,74392,38043,36349,68115,34469,33646,73130,35635,37495,81055,39324,41731,81011,38953,42058,77508,37229,40279,68698,32719,35979,57725,27378,30347,26649,11220,15429,23800,9067,14733,28436,8911,19525,210691,107826,102865,54465,27946,26519,55423,28293,27130,678040,332077,345963,120950,60358,60592,264134,131808,132326,293577,141079,152498,182254,79051,103203,857617,408573,449044,832990,396631,436359,421421,210576,210845,39.9,38.0,41.7,,,,,,,,,,,,,,,
South Carolina,4958235,2406862,2551373,292391,149244,143147,297289,152166,145123,318586,163770,154816,354182,180623,173559,332074,164276,167798,314221,154488,159733,304610,149319,155291,332285,161549,170736,332365,160166,172199,327160,154790,172370,317869,147013,170856,302279,138668,163611,113247,49293,63954,80547,32071,48476,78037,24883,53154,1091473,554846,536627,292306,149110,143196,243730,124859,118871,2918959,1428627,1490332,485511,247663,237848,1219725,599801,619924,1306960,621760,685200,899915,400211,499704,3669971,1763423,1906548,3595445,1722751,1872694,1869457,933709,935748,39.0,37.4,40.5,,,,,,,,,,,,,,,
South Dakota,862890,435166,427724,62132,31827,30305,53960,27678,26282,57773,29789,27984,60710,31726,28984,55997,29255,26742,56994,29812,27182,47346,24208,23138,57047,28728,28319,59793,30003,29790,58462,29296,29166,55716,27925,27791,50160,25141,25019,21725,9476,12249,17954,7432,10522,20030,6754,13276,211155,108535,102620,62131,31986,30145,44501,22825,21676,496142,253133,243009,84188,43867,40321,208090,107625,100465,216855,109041,107814,146854,68069,78785,634196,315060,319136,619462,308479,310983,323774,167560,156214,36.8,35.8,38.0,,,,,,,,,,,,,,,
Tennessee,6645011,3240885,3404126,406574,207460,199114,418945,215041,203904,427380,218953,208427,461632,232304,229328,449763,223456,226307,432316,214116,218200,430508,213014,217494,466241,227757,238484,462373,223926,238447,445915,213440,232475,411349,193774,217575,366920,171137,195783,154533,65641,88892,113763,44357,69406,108454,34226,74228,1499226,765154,734072,406830,207602,199228,340433,174988,165445,4002276,1964847,2037429,625640,315482,310158,1699960,840530,859430,1758335,848336,909999,1109697,490947,618750,5022950,2417180,2605770,4906000,2355601,2550399,2570009,1282369,1287640,38.6,37.2,39.9,,,,,,,,,,,,,,,
Texas,27937492,13878842,14058650,2024126,1034056,990070,1881885,962866,919019,1883447,970943,912504,1966126,1012353,953773,2032224,1036908,995316,2055689,1042383,1013306,1694795,846865,847930,1757740,873759,883981,1731847,856667,875180,1615709,789318,826391,1432210,686181,746029,1226455,575843,650612,477275,208542,268733,355428,144106,211322,345339,118778,226561,7241076,3693365,3547711,2021696,1032606,989090,1498361,769527,728834,15744051,7859866,7884185,2682553,1383955,1298598,7579900,3812528,3767372,6640658,3259897,3380761,3602320,1609179,1993141,19035804,9351175,9684629,18712341,9179079,9533262,11296760,5722366,5574394,34.2,33.3,35.2,,,,,,,,,,,,,,,
Utah,3042613,1531594,1511019,253004,129788,123216,227951,117163,110788,218077,111069,107008,247065,125050,122015,219268,111687,107581,217814,109930,107884,154074,78587,75487,154473,77353,77120,155247,77028,78219,148533,73213,75320,136545,66930,69615,119503,57532,61971,45835,21045,24790,35071,15484,19587,33699,13112,20587,910592,467504,443088,254331,130622,123709,172802,89090,83712,1650172,831423,818749,327217,164909,162308,824660,420029,404631,602490,299836,302654,350478,162926,187552,1978987,985399,993588,1932234,960887,971347,1281665,652163,629502,30.6,30.0,31.2,,,,,,,,,,,,,,,
Vermont,623644,308035,315609,29681,15276,14405,37638,19352,18286,46198,23691,22507,45440,23677,21763,35806,18377,17429,36215,18098,18117,42001,20603,21398,49678,24298,25380,51609,25226,26383,50666,24894,25772,46604,22819,23785,41336,19994,21342,15960,7108,8852,12798,5281,7517,13740,4604,9136,120090,61910,58180,29903,15474,14429,32592,16787,15805,405539,201557,203982,66556,34448,32108,143130,71365,71765,183129,89497,93632,121207,55621,65586,513248,250500,262748,499983,243826,256157,234724,118531,116193,42.7,41.2,44.0,,,,,,,,,,,,,,,
Virginia,8410946,4138074,4272872,510924,261793,249131,511252,261627,249625,545332,278821,266511,593090,306794,286296,590065,298843,291222,584009,294040,289969,568865,280401,288464,620167,304612,315555,606518,297017,309501,565483,273214,292269,500469,238010,262459,432802,202442,230360,173927,75310,98617,132421,52636,79785,134926,44110,90816,1867089,953707,913382,512397,262638,249759,423089,217142,205947,5185231,2565842,2619389,816864,419284,397580,2254656,1127018,1127638,2240122,1088281,1151841,1315401,582982,732419,6362878,3089658,3273220,6243321,3029184,3214137,3376357,1701818,1674539,37.9,36.6,39.3,,,,,,,,,,,,,,,
Washington,7294680,3646424,3648256,462701,237614,225087,438234,224717,213517,449137,231013,218124,491449,255736,235713,529911,273966,255945,549126,281634,267492,459698,232587,227111,490809,245579,245230,497180,247157,250023,482958,237444,245514,453970,219177,234793,401689,191594,210095,142068,64325,77743,112082,46889,65193,125233,43610,81623,1614365,825734,788631,459964,236107,223857,361169,185573,175596,4326306,2174752,2151554,663415,343230,320185,1939351,987912,951439,1893827,937564,956263,1164232,531614,632618,5327765,2634590,2693175,5235398,2586467,2648931,2838591,1451395,1387196,37.6,36.6,38.7,,,,,,,,,,,,,,,
West Virginia,1830929,905616,925313,95257,48695,46562,109044,55543,53501,116325,60322,56003,126410,64309,62101,110250,56696,53554,103118,52736,50382,120358,60717,59641,132474,65617,66857,137960,67946,70014,138865,67938,70927,130562,63306,67256,119700,57393,62307,54728,23255,31473,42739,17027,25712,38896,13144,25752,378231,193612,184619,97919,49967,47952,90385,46649,43736,1168817,585612,583205,172438,88457,83981,447278,226877,220401,508333,250363,257970,359878,163636,196242,1511368,738598,772770,1470510,718309,752201,688658,350633,338025,42.1,40.7,43.4,,,,,,,,,,,,,,,
Wisconsin,5772958,2870423,2902535,334382,171036,163346,375926,192231,183695,396542,203211,193331,402017,204815,197202,355511,183090,172421,365676,185210,180466,380338,191738,188600,435083,217321,217762,442034,220200,221834,418490,208338,210152,378580,187349,191231,329181,161017,168164,141288,62195,79093,117308,48058,69250,125316,41591,83725,1295145,662628,632517,335875,171550,164325,312054,160516,151538,3573292,1800831,1772461,558509,284733,273776,1419632,720648,698984,1585824,789629,796195,985473,449353,536120,4507204,2218747,2288457,4378425,2153051,2225374,2212208,1124552,1087656,39.2,38.1,40.3,,,,,,,,,,,,,,,
Wyoming,584290,298461,285829,35912,18633,17279,35956,18593,17363,36882,19136,17746,43131,22820,20311,40829,21439,19390,39965,20733,19232,33105,17149,15956,39014,19523,19491,42787,21598,21189,42812,21636,21176,39440,20010,19430,33583,17087,16496,12501,5705,6796,9612,4249,5363,9628,3577,6051,139552,71833,67719,36676,19048,17628,29008,15007,14001,358451,185154,173297,57752,30428,27324,151633,79436,72197,149804,76164,73640,95375,45819,49556,443291,225431,217860,431854,219648,212206,231238,121081,110157,36.9,36.2,37.6,,,,,,,,,,,,,,,
